"X(¥ìm)","Z(¥ìm)"
"21429.973 ","938.920 "
"21441.299 ","928.934 "
"21452.626 ","914.805 "
"21463.952 ","898.217 "
"21475.279 ","881.485 "
"21486.606 ","864.848 "
"21497.932 ","847.216 "
"21509.259 ","831.279 "
"21520.586 ","819.155 "
"21531.912 ","809.523 "
"21543.239 ","800.772 "
"21554.565 ","793.580 "
"21565.892 ","789.066 "
"21577.219 ","784.642 "
"21588.545 ","780.723 "
"21599.872 ","778.367 "
"21611.199 ","776.501 "
"21622.525 ","773.876 "
"21633.852 ","771.481 "
"21645.178 ","769.329 "
"21656.505 ","766.565 "
"21667.832 ","764.179 "
"21679.158 ","762.561 "
"21690.485 ","761.332 "
"21701.812 ","759.161 "
"21713.138 ","759.297 "
"21724.465 ","758.945 "
"21735.791 ","758.329 "
"21747.118 ","762.946 "
"21758.445 ","764.049 "
"21769.771 ","766.383 "
"21781.098 ","770.811 "
"21792.425 ","775.133 "
"21803.751 ","779.357 "
"21815.078 ","786.302 "
"21826.404 ","792.699 "
"21837.731 ","800.005 "
"21849.058 ","805.490 "
"21860.384 ","811.557 "
"21871.711 ","819.076 "
"21883.038 ","823.061 "
"21894.364 ","828.593 "
"21905.691 ","832.297 "
"21917.017 ","835.574 "
"21928.344 ","839.127 "
"21939.671 ","840.048 "
"21950.997 ","840.335 "
"21962.324 ","841.546 "
"21973.651 ","841.769 "
"21984.977 ","840.668 "
"21996.304 ","841.162 "
"22007.630 ","842.367 "
"22018.957 ","842.545 "
"22030.284 ","843.381 "
"22041.610 ","844.361 "
"22052.937 ","846.192 "
"22064.264 ","848.619 "
"22075.590 ","852.012 "
"22086.917 ","854.941 "
"22098.243 ","858.617 "
"22109.570 ","863.676 "
"22120.897 ","866.615 "
"22132.223 ","871.321 "
"22143.550 ","875.098 "
"22154.877 ","879.094 "
"22166.203 ","882.956 "
"22177.530 ","887.458 "
"22188.856 ","890.507 "
"22200.183 ","895.473 "
"22211.510 ","900.214 "
"22222.836 ","905.314 "
"22234.163 ","911.047 "
"22245.490 ","917.823 "
"22256.816 ","925.496 "
"22268.143 ","935.443 "
"22279.469 ","944.638 "
"22290.796 ","954.323 "
"22302.123 ","967.638 "
"22313.449 ","979.559 "
"22324.776 ","992.118 "
"22336.103 ","1004.310 "
"22347.429 ","1015.934 "
"22358.756 ","1027.308 "
"22370.082 ","1034.918 "
"22381.409 ","1041.522 "
"22392.736 ","1048.607 "
"22404.062 ","1054.331 "
"22415.389 ","1060.196 "
"22426.716 ","1064.955 "
"22438.042 ","1066.423 "
"22449.369 ","1069.869 "
"22460.695 ","1071.430 "
"22472.022 ","1075.766 "
"22483.349 ","1077.607 "
"22494.675 ","1078.799 "
"22506.002 ","1080.186 "
"22517.329 ","1080.502 "
"22528.655 ","1081.721 "
"22539.982 ","1081.430 "
"22551.308 ","1080.564 "
"22562.635 ","1080.852 "
"22573.962 ","1081.467 "
"22585.288 ","1080.606 "
"22596.615 ","1080.233 "
"22607.942 ","1081.470 "
"22619.268 ","1077.889 "
"22630.595 ","1077.384 "
"22641.921 ","1078.202 "
"22653.248 ","1077.530 "
"22664.575 ","1078.287 "
"22675.901 ","1078.860 "
"22687.228 ","1079.037 "
"22698.554 ","1079.252 "
"22709.881 ","1080.609 "
"22721.208 ","1083.009 "
"22732.534 ","1085.281 "
"22743.861 ","1087.160 "
"22755.188 ","1089.590 "
"22766.514 ","1093.490 "
"22777.841 ","1095.640 "
"22789.167 ","1099.466 "
"22800.494 ","1104.967 "
"22811.821 ","1108.786 "
"22823.147 ","1112.089 "
"22834.474 ","1114.261 "
"22845.801 ","1116.369 "
"22857.127 ","1117.544 "
"22868.454 ","1117.339 "
"22879.780 ","1118.992 "
"22891.107 ","1118.431 "
"22902.434 ","1117.239 "
"22913.760 ","1116.896 "
"22925.087 ","1115.254 "
"22936.414 ","1113.203 "
"22947.740 ","1112.058 "
"22959.067 ","1110.176 "
"22970.393 ","1109.448 "
"22981.720 ","1106.358 "
"22993.047 ","1103.811 "
"23004.373 ","1101.467 "
"23015.700 ","1100.290 "
"23027.027 ","1098.781 "
"23038.353 ","1097.879 "
"23049.680 ","1098.330 "
"23061.006 ","1097.530 "
"23072.333 ","1096.103 "
"23083.660 ","1096.002 "
"23094.986 ","1095.832 "
"23106.313 ","1095.028 "
"23117.640 ","1094.887 "
"23128.966 ","1094.598 "
"23140.293 ","1093.411 "
"23151.619 ","1092.476 "
"23162.946 ","1091.057 "
"23174.273 ","1089.326 "
"23185.599 ","1089.748 "
"23196.926 ","1088.983 "
"23208.253 ","1087.374 "
"23219.579 ","1087.432 "
"23230.906 ","1086.645 "
"23242.232 ","1085.399 "
"23253.559 ","1084.380 "
"23264.886 ","1084.545 "
"23276.212 ","1083.954 "
"23287.539 ","1082.493 "
"23298.866 ","1082.355 "
"23310.192 ","1080.795 "
"23321.519 ","1077.991 "
"23332.845 ","1077.629 "
"23344.172 ","1076.326 "
"23355.499 ","1074.404 "
"23366.825 ","1071.938 "
"23378.152 ","1069.653 "
"23389.479 ","1067.243 "
"23400.805 ","1064.148 "
"23412.132 ","1061.476 "
"23423.458 ","1060.767 "
"23434.785 ","1059.983 "
"23446.112 ","1057.925 "
"23457.438 ","1056.831 "
"23468.765 ","1056.764 "
"23480.092 ","1056.747 "
"23491.418 ","1057.301 "
"23502.745 ","1057.088 "
"23514.071 ","1055.746 "
"23525.398 ","1056.296 "
"23536.725 ","1055.373 "
"23548.051 ","1053.794 "
"23559.378 ","1054.697 "
"23570.705 ","1053.262 "
"23582.031 ","1051.408 "
"23593.358 ","1049.980 "
"23604.684 ","1049.123 "
"23616.011 ","1047.618 "
"23627.338 ","1046.858 "
"23638.664 ","1043.392 "
"23649.991 ","1042.526 "
"23661.318 ","1041.018 "
"23672.644 ","1038.698 "
"23683.971 ","1037.888 "
"23695.297 ","1035.293 "
"23706.624 ","1034.205 "
"23717.951 ","1029.737 "
"23729.277 ","1025.689 "
"23740.604 ","1021.609 "
"23751.931 ","1017.533 "
"23763.257 ","1013.327 "
"23774.584 ","1008.765 "
"23785.910 ","1004.775 "
"23797.237 ","1000.826 "
"23808.564 ","997.383 "
"23819.890 ","994.900 "
"23831.217 ","990.770 "
"23842.544 ","986.811 "
"23853.870 ","984.309 "
"23865.197 ","978.950 "
"23876.523 ","974.813 "
"23887.850 ","970.049 "
"23899.177 ","964.700 "
"23910.503 ","961.050 "
"23921.830 ","957.378 "
"23933.157 ","952.244 "
"23944.483 ","947.643 "
"23955.810 ","944.756 "
"23967.136 ","940.378 "
"23978.463 ","937.998 "
"23989.790 ","935.127 "
"24001.116 ","928.454 "
"24012.443 ","928.477 "
"24023.770 ","923.177 "
"24035.096 ","921.067 "
"24046.423 ","918.346 "
"24057.749 ","915.704 "
"24069.076 ","909.881 "
"24080.403 ","907.001 "
"24091.729 ","903.260 "
"24103.056 ","901.339 "
"24114.382 ","901.246 "
"24125.709 ","899.671 "
"24137.036 ","898.233 "
"24148.362 ","898.005 "
"24159.689 ","897.408 "
"24171.016 ","896.787 "
"24182.342 ","896.270 "
"24193.669 ","895.718 "
"24204.995 ","895.537 "
"24216.322 ","891.364 "
"24227.649 ","882.760 "
"24238.975 ","880.235 "
"24250.302 ","882.770 "
"24261.629 ","874.671 "
"24272.955 ","867.184 "
"24284.282 ","861.101 "
"24295.608 ","854.956 "
"24306.935 ","846.948 "
"24318.262 ","838.164 "
"24329.588 ","834.236 "
"24340.915 ","827.132 "
"24352.242 ","821.747 "
"24363.568 ","815.591 "
"24374.895 ","810.201 "
"24386.221 ","807.865 "
"24397.548 ","802.963 "
"24408.875 ","799.059 "
"24420.201 ","791.122 "
"24431.528 ","790.383 "
"24442.855 ","786.001 "
"24454.181 ","782.529 "
"24465.508 ","781.566 "
"24476.834 ","772.649 "
"24488.161 ","768.809 "
"24499.488 ","768.663 "
"24510.814 ","765.938 "
"24522.141 ","757.591 "
"24533.468 ","756.464 "
"24544.794 ","755.402 "
"24556.121 ","742.296 "
"24567.447 ","737.507 "
"24578.774 ","735.452 "
"24590.101 ","732.070 "
"24601.427 ","721.855 "
"24612.754 ","714.827 "
"24624.081 ","712.558 "
"24635.407 ","710.157 "
"24646.734 ","705.952 "
"24658.060 ","699.469 "
"24669.387 ","696.040 "
"24680.714 ","691.562 "
"24692.040 ","688.410 "
"24703.367 ","683.587 "
"24714.694 ","681.204 "
"24726.020 ","675.662 "
"24737.347 ","670.925 "
"24748.673 ","666.486 "
"24760.000 ","661.803 "
"24771.327 ","656.578 "
"24782.653 ","652.081 "
"24793.980 ","646.874 "
"24805.307 ","641.557 "
"24816.633 ","637.869 "
"24827.960 ","630.129 "
"24839.286 ","624.104 "
"24850.613 ","619.205 "
"24861.940 ","613.136 "
"24873.266 ","607.244 "
"24884.593 ","596.522 "
"24895.920 ","587.336 "
"24907.246 ","583.567 "
"24918.573 ","576.206 "
"24929.899 ","566.103 "
"24941.226 ","555.582 "
"24952.553 ","545.428 "
"24963.879 ","536.376 "
"24975.206 ","529.464 "
"24986.533 ","519.218 "
"24997.859 ","509.286 "
"25009.186 ","500.399 "
"25020.512 ","494.127 "
"25031.839 ","485.302 "
"25043.166 ","469.861 "
"25054.492 ","466.710 "
"25065.819 ","458.580 "
"25077.146 ","452.284 "
"25088.472 ","443.434 "
"25099.799 ","437.957 "
"25111.125 ","424.377 "
"25122.452 ","417.681 "
"25133.779 ","409.731 "
"25145.105 ","400.020 "
"25156.432 ","390.690 "
"25167.759 ","380.787 "
"25179.085 ","370.054 "
"25190.412 ","361.277 "
"25201.738 ","350.984 "
"25213.065 ","342.317 "
"25224.392 ","335.255 "
"25235.718 ","329.025 "
"25247.045 ","324.890 "
"25258.372 ","320.282 "
"25269.698 ","316.289 "
"25281.025 ","313.307 "
"25292.351 ","309.149 "
"25303.678 ","305.474 "
"25315.005 ","301.529 "
"25326.331 ","297.832 "
"25337.658 ","291.139 "
"25348.985 ","283.274 "
"25360.311 ","271.711 "
"25371.638 ","262.842 "
"25382.964 ","252.622 "
"25394.291 ","237.107 "
"25405.618 ","226.136 "
"25416.944 ","210.675 "
"25428.271 ","201.964 "
"25439.598 ","189.019 "
"25450.924 ","177.006 "
"25462.251 ","167.095 "
"25473.577 ","154.101 "
"25484.904 ","138.892 "
"25496.231 ","124.578 "
"25507.557 ","111.522 "
"25518.884 ","97.181 "
"25530.210 ","85.663 "
"25541.537 ","76.025 "
"25552.864 ","65.049 "
"25564.190 ","55.106 "
"25575.517 ","45.337 "
"25586.844 ","34.252 "
"25598.170 ","21.302 "
"25609.497 ","9.512 "
"25620.823 ","-5.818 "
"25632.150 ","-23.271 "
"25643.477 ","-42.802 "
"25654.803 ","-64.745 "
"25666.130 ","-84.923 "
"25677.457 ","-106.568 "
"25688.783 ","-125.914 "
"25700.110 ","-144.423 "
"25711.436 ","-164.080 "
"25722.763 ","-181.893 "
"25734.090 ","-200.792 "
"25745.416 ","-216.855 "
"25756.743 ","-233.163 "
"25768.070 ","-250.006 "
"25779.396 ","-265.429 "
"25790.723 ","-282.286 "
"25802.049 ","-296.685 "
"25813.376 ","-314.033 "
"25824.703 ","-332.005 "
"25836.029 ","-351.022 "
"25847.356 ","-369.065 "
"25858.683 ","-387.376 "
"25870.009 ","-407.203 "
"25881.336 ","-426.962 "
"25892.662 ","-449.072 "
"25903.989 ","-469.802 "
"25915.316 ","-493.356 "
"25926.642 ","-514.372 "
"25937.969 ","-527.967 "
"25949.296 ","-542.611 "
"25960.622 ","-558.134 "
"25971.949 ","-572.397 "
"25983.275 ","-585.457 "
"25994.602 ","-597.804 "
"26005.929 ","-612.774 "
"26017.255 ","-626.693 "
"26028.582 ","-640.310 "
"26039.909 ","-653.835 "
"26051.235 ","-668.782 "
"26062.562 ","-685.065 "
"26073.888 ","-701.271 "
"26085.215 ","-720.536 "
"26096.542 ","-738.977 "
"26107.868 ","-756.073 "
"26119.195 ","-774.167 "
"26130.522 ","-790.766 "
"26141.848 ","-806.605 "
"26153.175 ","-822.052 "
"26164.501 ","-838.358 "
"26175.828 ","-852.146 "
"26187.155 ","-870.737 "
"26198.481 ","-887.034 "
"26209.808 ","-901.527 "
"26221.135 ","-915.685 "
"26232.461 ","-924.169 "
"26243.788 ","-945.567 "
"26255.114 ","-958.394 "
"26266.441 ","-974.902 "
"26277.768 ","-990.463 "
"26289.094 ","-1008.327 "
"26300.421 ","-1024.611 "
"26311.748 ","-1035.727 "
"26323.074 ","-1048.583 "
"26334.401 ","-1096.877 "
"26345.727 ","-1153.689 "
"26357.054 ","-1208.880 "
"26368.381 ","-1265.354 "
"26379.707 ","-1322.948 "
"26391.034 ","-1381.505 "
"26402.361 ","-1441.072 "
"26413.687 ","-1501.939 "
"26425.014 ","-1564.492 "
"26436.340 ","-1629.199 "
"26447.667 ","-1696.531 "
"26458.994 ","-1766.244 "
"26470.320 ","-1834.569 "
"26481.647 ","-1878.875 "
"26492.974 ","-1889.621 "
"26504.300 ","-1902.942 "
"26515.627 ","-1915.956 "
"26526.953 ","-1930.806 "
"26538.280 ","-1944.404 "
"26549.607 ","-1957.370 "
"26560.933 ","-1970.207 "
"26572.260 ","-1983.327 "
"26583.587 ","-1998.368 "
"26594.913 ","-2010.633 "
"26606.240 ","-2042.220 "
"26617.566 ","-2070.258 "
"26628.893 ","-2105.532 "
"26640.220 ","-2147.460 "
"26651.546 ","-2193.560 "
"26662.873 ","-2240.514 "
"26674.200 ","-2285.662 "
"26685.526 ","-2323.182 "
"26696.853 ","-2365.548 "
"26708.179 ","-2395.917 "
"26719.506 ","-2414.946 "
"26730.833 ","-2432.911 "
"26742.159 ","-2451.008 "
"26753.486 ","-2467.456 "
"26764.813 ","-2483.351 "
"26776.139 ","-2499.741 "
"26787.466 ","-2515.118 "
"26798.792 ","-2532.615 "
"26810.119 ","-2558.213 "
"26821.446 ","-2590.544 "
"26832.772 ","-2632.030 "
"26844.099 ","-2674.516 "
"26855.426 ","-2697.330 "
"26866.752 ","-2715.380 "
"26878.079 ","-2728.428 "
"26889.405 ","-2737.682 "
"26900.732 ","-2746.129 "
"26912.059 ","-2753.773 "
"26923.385 ","-2759.021 "
"26934.712 ","-2766.192 "
"26946.038 ","-2772.811 "
"26957.365 ","-2778.834 "
"26968.692 ","-2785.646 "
"26980.018 ","-2794.088 "
"26991.345 ","-2800.317 "
"27002.672 ","-2810.201 "
"27013.998 ","-2817.519 "
"27025.325 ","-2826.406 "
"27036.651 ","-2837.929 "
"27047.978 ","-2847.042 "
"27059.305 ","-2858.066 "
"27070.631 ","-2866.085 "
"27081.958 ","-2874.724 "
"27093.285 ","-2882.362 "
"27104.611 ","-2890.029 "
"27115.938 ","-2898.949 "
"27127.264 ","-2907.212 "
"27138.591 ","-2914.045 "
"27149.918 ","-2922.560 "
"27161.244 ","-2932.402 "
"27172.571 ","-2940.636 "
"27183.898 ","-2949.300 "
"27195.224 ","-2958.371 "
"27206.551 ","-2966.876 "
"27217.877 ","-2976.538 "
"27229.204 ","-2985.410 "
"27240.531 ","-2993.646 "
"27251.857 ","-3001.193 "
"27263.184 ","-3009.404 "
"27274.511 ","-3015.473 "
"27285.837 ","-3022.253 "
"27297.164 ","-3029.105 "
"27308.490 ","-3035.728 "
"27319.817 ","-3040.364 "
"27331.144 ","-3045.684 "
"27342.470 ","-3050.003 "
"27353.797 ","-3054.142 "
"27365.124 ","-3058.006 "
"27376.450 ","-3060.744 "
"27387.777 ","-3063.577 "
"27399.103 ","-3066.349 "
"27410.430 ","-3067.282 "
"27421.757 ","-3071.007 "
"27433.083 ","-3073.151 "
"27444.410 ","-3073.067 "
"27455.737 ","-3074.307 "
"27467.063 ","-3075.088 "
"27478.390 ","-3075.398 "
"27489.716 ","-3075.148 "
"27501.043 ","-3073.600 "
"27512.370 ","-3073.335 "
"27523.696 ","-3073.689 "
"27535.023 ","-3070.018 "
"27546.350 ","-3064.620 "
"27557.676 ","-3060.155 "
"27569.003 ","-3052.278 "
"27580.329 ","-3043.319 "
"27591.656 ","-3029.954 "
"27602.983 ","-3008.902 "
"27614.309 ","-2999.675 "
"27625.636 ","-2979.418 "
"27636.963 ","-2942.465 "
"27648.289 ","-2920.089 "
"27659.616 ","-2907.386 "
"27670.942 ","-2890.294 "
"27682.269 ","-2881.652 "
"27693.596 ","-2871.626 "
"27704.922 ","-2858.912 "
"27716.249 ","-2849.546 "
"27727.576 ","-2835.083 "
"27738.902 ","-2828.318 "
"27750.229 ","-2820.501 "
"27761.555 ","-2812.186 "
"27772.882 ","-2808.199 "
"27784.209 ","-2799.974 "
"27795.535 ","-2793.231 "
"27806.862 ","-2788.570 "
"27818.189 ","-2783.469 "
"27829.515 ","-2774.499 "
"27840.842 ","-2763.257 "
"27852.168 ","-2752.534 "
"27863.495 ","-2739.883 "
"27874.822 ","-2727.647 "
"27886.148 ","-2717.910 "
"27897.475 ","-2705.670 "
"27908.802 ","-2693.696 "
"27920.128 ","-2682.566 "
"27931.455 ","-2663.930 "
"27942.781 ","-2646.359 "
"27954.108 ","-2635.739 "
"27965.435 ","-2620.320 "
"27976.761 ","-2596.122 "
"27988.088 ","-2583.681 "
"27999.415 ","-2565.311 "
"28010.741 ","-2546.737 "
"28022.068 ","-2527.900 "
"28033.394 ","-2509.737 "
"28044.721 ","-2485.376 "
"28056.048 ","-2456.378 "
"28067.374 ","-2438.070 "
"28078.701 ","-2421.532 "
"28090.028 ","-2409.934 "
"28101.354 ","-2398.978 "
"28112.681 ","-2386.146 "
"28124.007 ","-2370.369 "
"28135.334 ","-2358.392 "
"28146.661 ","-2344.951 "
"28157.987 ","-2331.955 "
"28169.314 ","-2316.974 "
"28180.641 ","-2301.892 "
"28191.967 ","-2283.976 "
"28203.294 ","-2264.092 "
"28214.620 ","-2241.548 "
"28225.947 ","-2220.637 "
"28237.274 ","-2201.334 "
"28248.600 ","-2179.744 "
"28259.927 ","-2159.537 "
"28271.254 ","-2142.260 "
"28282.580 ","-2125.406 "
"28293.907 ","-2109.261 "
"28305.233 ","-2096.709 "
"28316.560 ","-2083.793 "
"28327.887 ","-2070.295 "
"28339.213 ","-2056.049 "
"28350.540 ","-2041.871 "
"28361.866 ","-2028.455 "
"28373.193 ","-2011.500 "
"28384.520 ","-1995.465 "
"28395.846 ","-1978.038 "
"28407.173 ","-1962.197 "
"28418.500 ","-1947.958 "
"28429.826 ","-1935.146 "
"28441.153 ","-1924.429 "
"28452.479 ","-1914.729 "
"28463.806 ","-1905.851 "
"28475.133 ","-1896.713 "
"28486.459 ","-1888.574 "
"28497.786 ","-1879.864 "
"28509.113 ","-1870.983 "
"28520.439 ","-1862.462 "
"28531.766 ","-1854.264 "
"28543.092 ","-1845.266 "
"28554.419 ","-1834.635 "
"28565.746 ","-1825.176 "
"28577.072 ","-1814.559 "
"28588.399 ","-1804.090 "
"28599.726 ","-1793.000 "
"28611.052 ","-1780.539 "
"28622.379 ","-1769.690 "
"28633.705 ","-1759.559 "
"28645.032 ","-1750.409 "
"28656.359 ","-1741.021 "
"28667.685 ","-1731.758 "
"28679.012 ","-1723.850 "
"28690.339 ","-1715.153 "
"28701.665 ","-1708.201 "
"28712.992 ","-1699.893 "
"28724.318 ","-1689.696 "
"28735.645 ","-1680.459 "
"28746.972 ","-1669.930 "
"28758.298 ","-1658.920 "
"28769.625 ","-1647.352 "
"28780.952 ","-1635.777 "
"28792.278 ","-1622.238 "
"28803.605 ","-1610.008 "
"28814.931 ","-1599.938 "
"28826.258 ","-1589.068 "
"28837.585 ","-1578.140 "
"28848.911 ","-1569.346 "
"28860.238 ","-1561.013 "
"28871.565 ","-1552.371 "
"28882.891 ","-1543.994 "
"28894.218 ","-1536.308 "
"28905.544 ","-1527.532 "
"28916.871 ","-1518.978 "
"28928.198 ","-1509.108 "
"28939.524 ","-1498.615 "
"28950.851 ","-1487.327 "
"28962.178 ","-1476.704 "
"28973.504 ","-1466.539 "
"28984.831 ","-1455.263 "
"28996.157 ","-1444.791 "
"29007.484 ","-1434.325 "
"29018.811 ","-1424.070 "
"29030.137 ","-1414.133 "
"29041.464 ","-1403.880 "
"29052.791 ","-1393.631 "
"29064.117 ","-1385.150 "
"29075.444 ","-1376.338 "
"29086.770 ","-1368.736 "
"29098.097 ","-1361.088 "
"29109.424 ","-1354.264 "
"29120.750 ","-1349.367 "
"29132.077 ","-1342.357 "
"29143.404 ","-1335.267 "
"29154.730 ","-1328.359 "
"29166.057 ","-1322.148 "
"29177.383 ","-1315.068 "
"29188.710 ","-1308.100 "
"29200.037 ","-1301.977 "
"29211.363 ","-1294.633 "
"29222.690 ","-1288.546 "
"29234.017 ","-1283.160 "
"29245.343 ","-1278.517 "
"29256.670 ","-1273.092 "
"29267.996 ","-1269.809 "
"29279.323 ","-1265.463 "
"29290.650 ","-1262.071 "
"29301.976 ","-1260.382 "
"29313.303 ","-1255.908 "
"29324.630 ","-1252.492 "
"29335.956 ","-1250.332 "
"29347.283 ","-1246.966 "
"29358.609 ","-1245.276 "
"29369.936 ","-1242.088 "
"29381.263 ","-1238.775 "
"29392.589 ","-1238.160 "
"29403.916 ","-1235.698 "
"29415.243 ","-1234.994 "
"29426.569 ","-1233.564 "
"29437.896 ","-1233.152 "
"29449.222 ","-1234.552 "
"29460.549 ","-1232.938 "
"29471.876 ","-1232.067 "
"29483.202 ","-1231.367 "
"29494.529 ","-1232.334 "
"29505.856 ","-1229.058 "
"29517.182 ","-1227.344 "
"29528.509 ","-1224.256 "
"29539.835 ","-1221.301 "
"29551.162 ","-1217.987 "
"29562.489 ","-1216.018 "
"29573.815 ","-1211.875 "
"29585.142 ","-1207.808 "
"29596.469 ","-1203.737 "
"29607.795 ","-1199.935 "
"29619.122 ","-1196.345 "
"29630.448 ","-1194.695 "
"29641.775 ","-1192.902 "
"29653.102 ","-1188.040 "
"29664.428 ","-1188.097 "
"29675.755 ","-1188.042 "
"29687.082 ","-1184.539 "
"29698.408 ","-1182.681 "
"29709.735 ","-1180.277 "
"29721.061 ","-1177.394 "
"29732.388 ","-1175.470 "
"29743.715 ","-1173.661 "
"29755.041 ","-1170.229 "
"29766.368 ","-1165.600 "
"29777.694 ","-1162.220 "
"29789.021 ","-1158.797 "
"29800.348 ","-1154.350 "
"29811.674 ","-1149.586 "
"29823.001 ","-1144.780 "
"29834.328 ","-1138.329 "
"29845.654 ","-1133.822 "
"29856.981 ","-1130.089 "
"29868.307 ","-1124.621 "
"29879.634 ","-1113.239 "
"29890.961 ","-1106.171 "
"29902.287 ","-1099.181 "
"29913.614 ","-1087.853 "
"29924.941 ","-1077.385 "
"29936.267 ","-1067.240 "
"29947.594 ","-1053.288 "
"29958.920 ","-1043.106 "
"29970.247 ","-1033.610 "
"29981.574 ","-1023.896 "
"29992.900 ","-1014.947 "
"30004.227 ","-1008.895 "
"30015.554 ","-1003.649 "
"30026.880 ","-998.383 "
"30038.207 ","-992.483 "
"30049.533 ","-986.206 "
"30060.860 ","-981.931 "
"30072.187 ","-979.474 "
"30083.513 ","-975.607 "
"30094.840 ","-970.329 "
"30106.167 ","-964.659 "
"30117.493 ","-958.107 "
"30128.820 ","-954.053 "
"30140.146 ","-944.799 "
"30151.473 ","-937.338 "
"30162.800 ","-927.968 "
"30174.126 ","-920.277 "
"30185.453 ","-910.905 "
"30196.780 ","-903.124 "
"30208.106 ","-897.644 "
"30219.433 ","-885.580 "
"30230.759 ","-875.391 "
"30242.086 ","-868.140 "
"30253.413 ","-857.409 "
"30264.739 ","-845.738 "
"30276.066 ","-833.137 "
"30287.393 ","-822.351 "
"30298.719 ","-811.927 "
"30310.046 ","-797.748 "
"30321.372 ","-788.338 "
"30332.699 ","-781.544 "
"30344.026 ","-771.428 "
"30355.352 ","-762.939 "
"30366.679 ","-753.127 "
"30378.006 ","-744.366 "
"30389.332 ","-737.950 "
"30400.659 ","-724.218 "
"30411.985 ","-711.653 "
"30423.312 ","-702.112 "
"30434.639 ","-692.146 "
"30445.965 ","-685.687 "
"30457.292 ","-676.604 "
"30468.619 ","-670.086 "
"30479.945 ","-663.371 "
"30491.272 ","-656.748 "
"30502.598 ","-651.703 "
"30513.925 ","-645.496 "
"30525.252 ","-641.051 "
"30536.578 ","-633.228 "
"30547.905 ","-629.670 "
"30559.232 ","-621.901 "
"30570.558 ","-615.499 "
"30581.885 ","-608.282 "
"30593.211 ","-599.923 "
"30604.538 ","-593.702 "
"30615.865 ","-586.179 "
"30627.191 ","-580.120 "
"30638.518 ","-572.227 "
"30649.845 ","-563.079 "
"30661.171 ","-554.045 "
"30672.498 ","-545.071 "
"30683.824 ","-534.775 "
"30695.151 ","-523.523 "
"30706.478 ","-511.528 "
"30717.804 ","-500.467 "
"30729.131 ","-490.754 "
"30740.458 ","-481.537 "
"30751.784 ","-470.644 "
"30763.111 ","-458.882 "
"30774.437 ","-450.370 "
"30785.764 ","-442.435 "
"30797.091 ","-433.448 "
"30808.417 ","-423.651 "
"30819.744 ","-414.687 "
"30831.071 ","-407.005 "
"30842.397 ","-397.735 "
"30853.724 ","-390.421 "
"30865.050 ","-380.942 "
"30876.377 ","-371.780 "
"30887.704 ","-362.860 "
"30899.030 ","-355.573 "
"30910.357 ","-345.985 "
"30921.684 ","-337.216 "
"30933.010 ","-328.534 "
"30944.337 ","-320.774 "
"30955.663 ","-311.942 "
"30966.990 ","-304.047 "
"30978.317 ","-295.445 "
"30989.643 ","-284.338 "
"31000.970 ","-276.799 "
"31012.297 ","-268.583 "
"31023.623 ","-258.946 "
"31034.950 ","-249.432 "
"31046.276 ","-238.837 "
"31057.603 ","-230.059 "
"31068.930 ","-221.530 "
"31080.256 ","-210.785 "
"31091.583 ","-199.978 "
"31102.910 ","-187.977 "
"31114.236 ","-179.201 "
"31125.563 ","-167.434 "
"31136.889 ","-155.792 "
"31148.216 ","-142.639 "
"31159.543 ","-130.287 "
"31170.869 ","-117.049 "
"31182.196 ","-104.694 "
"31193.522 ","-90.613 "
"31204.849 ","-75.774 "
"31216.176 ","-60.404 "
"31227.502 ","-48.190 "
"31238.829 ","-30.794 "
"31250.156 ","-16.066 "
"31261.482 ","-0.844 "
"31272.809 ","13.773 "
"31284.135 ","27.363 "
"31295.462 ","39.085 "
"31306.789 ","53.634 "
"31318.115 ","67.420 "
"31329.442 ","81.374 "
"31340.769 ","97.917 "
"31352.095 ","112.125 "
"31363.422 ","127.571 "
"31374.748 ","142.644 "
"31386.075 ","153.495 "
"31397.402 ","166.491 "
"31408.728 ","178.102 "
"31420.055 ","188.230 "
"31431.382 ","196.558 "
"31442.708 ","204.020 "
"31454.035 ","212.885 "
"31465.361 ","219.912 "
"31476.688 ","228.150 "
"31488.015 ","235.880 "
"31499.341 ","241.367 "
"31510.668 ","248.381 "
"31521.995 ","254.950 "
"31533.321 ","260.606 "
"31544.648 ","266.048 "
"31555.974 ","271.759 "
"31567.301 ","274.281 "
"31578.628 ","276.575 "
"31589.954 ","278.081 "
"31601.281 ","279.911 "
"31612.608 ","279.934 "
"31623.934 ","280.226 "
"31635.261 ","281.090 "
"31646.587 ","280.972 "
"31657.914 ","283.233 "
"31669.241 ","284.560 "
"31680.567 ","285.243 "
"31691.894 ","287.177 "
"31703.221 ","288.932 "
"31714.547 ","289.954 "
"31725.874 ","291.900 "
"31737.200 ","295.441 "
"31748.527 ","297.119 "
"31759.854 ","299.644 "
"31771.180 ","304.523 "
"31782.507 ","307.238 "
"31793.834 ","310.783 "
"31805.160 ","314.560 "
"31816.487 ","317.413 "
"31827.813 ","321.137 "
"31839.140 ","325.754 "
"31850.467 ","329.437 "
"31861.793 ","333.057 "
"31873.120 ","337.198 "
"31884.447 ","341.558 "
"31895.773 ","346.437 "
"31907.100 ","350.218 "
"31918.426 ","354.130 "
"31929.753 ","354.978 "
"31941.080 ","359.524 "
"31952.406 ","363.206 "
