"X(¥ìm)","Z(¥ìm)"
"10613.047 ","1292.551 "
"10624.373 ","1291.524 "
"10635.700 ","1290.347 "
"10647.027 ","1287.916 "
"10658.353 ","1286.095 "
"10669.680 ","1283.527 "
"10681.006 ","1280.668 "
"10692.333 ","1277.201 "
"10703.660 ","1273.852 "
"10714.986 ","1271.182 "
"10726.313 ","1266.100 "
"10737.640 ","1262.881 "
"10748.966 ","1258.482 "
"10760.293 ","1256.199 "
"10771.619 ","1249.732 "
"10782.946 ","1243.164 "
"10794.273 ","1238.145 "
"10805.599 ","1231.052 "
"10816.926 ","1224.788 "
"10828.253 ","1218.290 "
"10839.579 ","1209.169 "
"10850.906 ","1202.514 "
"10862.232 ","1195.811 "
"10873.559 ","1190.391 "
"10884.886 ","1185.468 "
"10896.212 ","1180.471 "
"10907.539 ","1179.490 "
"10918.866 ","1175.366 "
"10930.192 ","1173.214 "
"10941.519 ","1172.236 "
"10952.845 ","1172.237 "
"10964.172 ","1176.004 "
"10975.499 ","1175.299 "
"10986.825 ","1180.563 "
"10998.152 ","1185.389 "
"11009.479 ","1190.818 "
"11020.805 ","1196.895 "
"11032.132 ","1201.004 "
"11043.458 ","1205.308 "
"11054.785 ","1209.727 "
"11066.112 ","1211.489 "
"11077.438 ","1213.681 "
"11088.765 ","1214.837 "
"11100.092 ","1215.874 "
"11111.418 ","1216.668 "
"11122.745 ","1217.031 "
"11134.071 ","1218.902 "
"11145.398 ","1220.288 "
"11156.725 ","1221.082 "
"11168.051 ","1223.095 "
"11179.378 ","1224.314 "
"11190.705 ","1225.105 "
"11202.031 ","1227.224 "
"11213.358 ","1230.571 "
"11224.684 ","1233.055 "
"11236.011 ","1229.793 "
"11247.338 ","1231.779 "
"11258.664 ","1232.576 "
"11269.991 ","1233.962 "
"11281.318 ","1233.964 "
"11292.644 ","1233.795 "
"11303.971 ","1232.804 "
"11315.297 ","1230.061 "
"11326.624 ","1232.037 "
"11337.951 ","1230.481 "
"11349.277 ","1230.398 "
"11360.604 ","1229.337 "
"11371.930 ","1228.533 "
"11383.257 ","1228.107 "
"11394.584 ","1228.124 "
"11405.910 ","1227.195 "
"11417.237 ","1225.949 "
"11428.564 ","1225.037 "
"11439.890 ","1222.633 "
"11451.217 ","1219.552 "
"11462.543 ","1217.787 "
"11473.870 ","1215.341 "
"11485.197 ","1212.864 "
"11496.523 ","1210.232 "
"11507.850 ","1206.840 "
"11519.177 ","1204.502 "
"11530.503 ","1202.267 "
"11541.830 ","1200.185 "
"11553.156 ","1197.705 "
"11564.483 ","1195.260 "
"11575.810 ","1195.140 "
"11587.136 ","1194.596 "
"11598.463 ","1191.941 "
"11609.790 ","1191.248 "
"11621.116 ","1190.854 "
"11632.443 ","1190.102 "
"11643.769 ","1189.171 "
"11655.096 ","1189.574 "
"11666.423 ","1189.455 "
"11677.749 ","1187.518 "
"11689.076 ","1188.627 "
"11700.403 ","1187.823 "
"11711.729 ","1184.105 "
"11723.056 ","1182.126 "
"11734.382 ","1179.242 "
"11745.709 ","1178.419 "
"11757.036 ","1176.155 "
"11768.362 ","1174.224 "
"11779.689 ","1172.341 "
"11791.016 ","1170.616 "
"11802.342 ","1169.108 "
"11813.669 ","1168.667 "
"11824.995 ","1168.547 "
"11836.322 ","1168.563 "
"11847.649 ","1168.515 "
"11858.975 ","1169.123 "
"11870.302 ","1170.108 "
"11881.629 ","1171.013 "
"11892.955 ","1173.069 "
"11904.282 ","1174.856 "
"11915.608 ","1176.961 "
"11926.935 ","1179.311 "
"11938.262 ","1182.040 "
"11949.588 ","1184.880 "
"11960.915 ","1186.048 "
"11972.242 ","1188.870 "
"11983.568 ","1190.282 "
"11994.895 ","1190.470 "
"12006.221 ","1190.753 "
"12017.548 ","1188.562 "
"12028.875 ","1185.950 "
"12040.201 ","1181.285 "
"12051.528 ","1176.663 "
"12062.855 ","1170.422 "
"12074.181 ","1162.526 "
"12085.508 ","1153.416 "
"12096.834 ","1148.813 "
"12108.161 ","1136.895 "
"12119.488 ","1129.348 "
"12130.814 ","1123.470 "
"12142.141 ","1116.212 "
"12153.468 ","1113.979 "
"12164.794 ","1113.249 "
"12176.121 ","1107.849 "
"12187.447 ","1106.888 "
"12198.774 ","1105.017 "
"12210.101 ","1101.674 "
"12221.427 ","1099.980 "
"12232.754 ","1095.383 "
"12244.081 ","1092.587 "
"12255.407 ","1091.806 "
"12266.734 ","1089.727 "
"12278.060 ","1087.800 "
"12289.387 ","1086.310 "
"12300.714 ","1085.192 "
"12312.040 ","1086.999 "
"12323.367 ","1089.643 "
"12334.694 ","1091.858 "
"12346.020 ","1094.158 "
"12357.347 ","1099.713 "
"12368.673 ","1103.454 "
"12380.000 ","1108.195 "
"12391.327 ","1113.172 "
"12402.653 ","1116.795 "
"12413.980 ","1122.863 "
"12425.307 ","1125.968 "
"12436.633 ","1130.143 "
"12447.960 ","1134.366 "
"12459.286 ","1138.322 "
"12470.613 ","1140.253 "
"12481.940 ","1142.750 "
"12493.266 ","1144.913 "
"12504.593 ","1147.239 "
"12515.920 ","1148.656 "
"12527.246 ","1150.195 "
"12538.573 ","1151.217 "
"12549.899 ","1152.212 "
"12561.226 ","1152.081 "
"12572.553 ","1151.402 "
"12583.879 ","1151.144 "
"12595.206 ","1150.375 "
"12606.533 ","1149.914 "
"12617.859 ","1149.238 "
"12629.186 ","1147.919 "
"12640.512 ","1146.995 "
"12651.839 ","1146.079 "
"12663.166 ","1145.046 "
"12674.492 ","1143.770 "
"12685.819 ","1142.391 "
"12697.146 ","1142.504 "
"12708.472 ","1141.798 "
"12719.799 ","1140.911 "
"12731.125 ","1139.848 "
"12742.452 ","1139.542 "
"12753.779 ","1138.190 "
"12765.105 ","1137.629 "
"12776.432 ","1138.014 "
"12787.758 ","1135.932 "
"12799.085 ","1134.983 "
"12810.412 ","1133.248 "
"12821.738 ","1131.350 "
"12833.065 ","1129.676 "
"12844.392 ","1127.982 "
"12855.718 ","1126.426 "
"12867.045 ","1123.271 "
"12878.371 ","1120.641 "
"12889.698 ","1119.028 "
"12901.025 ","1117.789 "
"12912.351 ","1116.182 "
"12923.678 ","1114.106 "
"12935.005 ","1112.443 "
"12946.331 ","1111.088 "
"12957.658 ","1109.118 "
"12968.984 ","1107.111 "
"12980.311 ","1106.212 "
"12991.638 ","1105.659 "
"13002.964 ","1103.868 "
"13014.291 ","1100.865 "
"13025.618 ","1098.641 "
"13036.944 ","1096.220 "
"13048.271 ","1093.707 "
"13059.597 ","1090.715 "
"13070.924 ","1086.838 "
"13082.251 ","1083.784 "
"13093.577 ","1080.304 "
"13104.904 ","1078.326 "
"13116.231 ","1075.172 "
"13127.557 ","1072.901 "
"13138.884 ","1071.794 "
"13150.210 ","1070.518 "
"13161.537 ","1069.625 "
"13172.864 ","1069.292 "
"13184.190 ","1067.824 "
"13195.517 ","1068.881 "
"13206.844 ","1069.596 "
"13218.170 ","1068.690 "
"13229.497 ","1068.322 "
"13240.823 ","1069.632 "
"13252.150 ","1070.298 "
"13263.477 ","1071.717 "
"13274.803 ","1073.004 "
"13286.130 ","1074.129 "
"13297.457 ","1075.520 "
"13308.783 ","1076.707 "
"13320.110 ","1078.945 "
"13331.436 ","1081.998 "
"13342.763 ","1084.179 "
"13354.090 ","1085.876 "
"13365.416 ","1087.998 "
"13376.743 ","1089.348 "
"13388.070 ","1090.595 "
"13399.396 ","1090.728 "
"13410.723 ","1091.004 "
"13422.049 ","1092.510 "
"13433.376 ","1090.337 "
"13444.703 ","1088.589 "
"13456.029 ","1087.204 "
"13467.356 ","1087.616 "
"13478.683 ","1087.164 "
"13490.009 ","1086.528 "
"13501.336 ","1088.828 "
"13512.662 ","1088.427 "
"13523.989 ","1090.459 "
"13535.316 ","1092.464 "
"13546.642 ","1094.286 "
"13557.969 ","1095.340 "
"13569.296 ","1097.524 "
"13580.622 ","1099.093 "
"13591.949 ","1100.435 "
"13603.275 ","1099.719 "
"13614.602 ","1099.553 "
"13625.929 ","1098.072 "
"13637.255 ","1095.941 "
"13648.582 ","1094.371 "
"13659.909 ","1092.226 "
"13671.235 ","1088.291 "
"13682.562 ","1083.836 "
"13693.888 ","1081.702 "
"13705.215 ","1078.967 "
"13716.542 ","1073.604 "
"13727.868 ","1068.994 "
"13739.195 ","1065.403 "
"13750.522 ","1062.273 "
"13761.848 ","1058.810 "
"13773.175 ","1054.836 "
"13784.501 ","1048.323 "
"13795.828 ","1042.601 "
"13807.155 ","1035.168 "
"13818.481 ","1027.045 "
"13829.808 ","1016.699 "
"13841.135 ","1004.757 "
"13852.461 ","995.319 "
"13863.788 ","984.604 "
"13875.114 ","971.869 "
"13886.441 ","961.872 "
"13897.768 ","956.069 "
"13909.094 ","951.784 "
"13920.421 ","947.200 "
"13931.748 ","945.254 "
"13943.074 ","943.482 "
"13954.401 ","941.976 "
"13965.727 ","942.477 "
"13977.054 ","947.451 "
"13988.381 ","948.409 "
"13999.707 ","953.901 "
"14011.034 ","956.933 "
"14022.361 ","952.611 "
"14033.687 ","947.054 "
"14045.014 ","941.042 "
"14056.340 ","938.268 "
"14067.667 ","936.073 "
"14078.994 ","931.443 "
"14090.320 ","925.155 "
"14101.647 ","922.360 "
"14112.974 ","919.043 "
"14124.300 ","912.486 "
"14135.627 ","909.275 "
"14146.953 ","904.081 "
"14158.280 ","898.287 "
"14169.607 ","894.008 "
"14180.933 ","889.583 "
"14192.260 ","885.762 "
"14203.586 ","880.117 "
"14214.913 ","875.199 "
"14226.240 ","870.565 "
"14237.566 ","865.751 "
"14248.893 ","860.705 "
"14260.220 ","855.221 "
"14271.546 ","850.054 "
"14282.873 ","845.761 "
"14294.199 ","839.941 "
"14305.526 ","837.024 "
"14316.853 ","833.142 "
"14328.179 ","828.656 "
"14339.506 ","826.066 "
"14350.833 ","824.140 "
"14362.159 ","820.394 "
"14373.486 ","815.550 "
"14384.812 ","812.301 "
"14396.139 ","809.646 "
"14407.466 ","805.263 "
"14418.792 ","800.329 "
"14430.119 ","795.597 "
"14441.446 ","789.541 "
"14452.772 ","782.629 "
"14464.099 ","775.903 "
"14475.425 ","769.073 "
"14486.752 ","763.211 "
"14498.079 ","756.342 "
"14509.405 ","746.430 "
"14520.732 ","740.492 "
"14532.059 ","733.057 "
"14543.385 ","727.486 "
"14554.712 ","718.002 "
"14566.038 ","714.422 "
"14577.365 ","707.990 "
"14588.692 ","699.726 "
"14600.018 ","696.226 "
"14611.345 ","689.631 "
"14622.672 ","682.376 "
"14633.998 ","678.227 "
"14645.325 ","672.848 "
"14656.651 ","664.090 "
"14667.978 ","658.818 "
"14679.305 ","650.199 "
"14690.631 ","641.248 "
"14701.958 ","634.221 "
"14713.285 ","625.853 "
"14724.611 ","616.585 "
"14735.938 ","606.407 "
"14747.264 ","595.481 "
"14758.591 ","587.209 "
"14769.918 ","580.040 "
"14781.244 ","572.119 "
"14792.571 ","565.856 "
"14803.898 ","559.875 "
"14815.224 ","554.038 "
"14826.551 ","547.921 "
"14837.877 ","541.456 "
"14849.204 ","533.621 "
"14860.531 ","527.136 "
"14871.857 ","521.485 "
"14883.184 ","512.967 "
"14894.511 ","505.856 "
"14905.837 ","497.348 "
"14917.164 ","490.433 "
"14928.490 ","483.090 "
"14939.817 ","472.679 "
"14951.144 ","467.565 "
"14962.470 ","459.403 "
"14973.797 ","452.392 "
"14985.124 ","445.495 "
"14996.450 ","438.451 "
"15007.777 ","432.266 "
"15019.103 ","424.988 "
"15030.430 ","420.325 "
"15041.757 ","415.194 "
"15053.083 ","408.772 "
"15064.410 ","401.814 "
"15075.737 ","394.834 "
"15087.063 ","388.539 "
"15098.390 ","381.177 "
"15109.716 ","375.040 "
"15121.043 ","366.798 "
"15132.370 ","356.836 "
"15143.696 ","351.206 "
"15155.023 ","345.079 "
"15166.350 ","334.980 "
"15177.676 ","322.862 "
"15189.003 ","314.443 "
"15200.329 ","302.005 "
"15211.656 ","286.415 "
"15222.983 ","271.845 "
"15234.309 ","257.194 "
"15245.636 ","243.380 "
"15256.963 ","230.547 "
"15268.289 ","219.884 "
"15279.616 ","206.112 "
"15290.942 ","195.029 "
"15302.269 ","183.549 "
"15313.596 ","173.517 "
"15324.922 ","164.876 "
"15336.249 ","153.925 "
"15347.576 ","138.620 "
"15358.902 ","120.069 "
"15370.229 ","92.952 "
"15381.555 ","66.412 "
"15392.882 ","40.884 "
"15404.209 ","10.254 "
"15415.535 ","-23.719 "
"15426.862 ","-60.010 "
"15438.189 ","-100.966 "
"15449.515 ","-145.167 "
"15460.842 ","-189.735 "
"15472.168 ","-229.328 "
"15483.495 ","-257.916 "
"15494.822 ","-284.848 "
"15506.148 ","-310.186 "
"15517.475 ","-336.060 "
"15528.802 ","-356.043 "
"15540.128 ","-378.841 "
"15551.455 ","-403.787 "
"15562.781 ","-423.297 "
"15574.108 ","-443.889 "
"15585.435 ","-465.317 "
"15596.761 ","-485.276 "
"15608.088 ","-535.790 "
"15619.414 ","-601.579 "
"15630.741 ","-664.950 "
"15642.068 ","-725.089 "
"15653.394 ","-782.919 "
"15664.721 ","-837.834 "
"15676.048 ","-891.046 "
"15687.374 ","-943.190 "
"15698.701 ","-990.598 "
"15710.027 ","-1039.499 "
"15721.354 ","-1055.721 "
"15732.681 ","-1046.261 "
"15744.007 ","-1036.613 "
"15755.334 ","-1025.039 "
"15766.661 ","-1012.336 "
"15777.987 ","-1002.219 "
"15789.314 ","-992.041 "
"15800.640 ","-980.938 "
"15811.967 ","-970.074 "
"15823.294 ","-961.478 "
"15834.620 ","-952.744 "
"15845.947 ","-943.422 "
"15857.274 ","-934.015 "
"15868.600 ","-924.201 "
"15879.927 ","-919.417 "
"15891.253 ","-910.572 "
"15902.580 ","-901.337 "
"15913.907 ","-892.552 "
"15925.233 ","-883.503 "
"15936.560 ","-875.926 "
"15947.887 ","-865.664 "
"15959.213 ","-861.134 "
"15970.540 ","-852.050 "
"15981.866 ","-844.462 "
"15993.193 ","-836.873 "
"16004.520 ","-830.068 "
"16015.846 ","-819.543 "
"16027.173 ","-809.889 "
"16038.500 ","-798.657 "
"16049.826 ","-788.894 "
"16061.153 ","-776.938 "
"16072.479 ","-767.038 "
"16083.806 ","-757.796 "
"16095.133 ","-748.216 "
"16106.459 ","-738.994 "
"16117.786 ","-729.371 "
"16129.113 ","-721.534 "
"16140.439 ","-714.708 "
"16151.766 ","-707.594 "
"16163.092 ","-700.667 "
"16174.419 ","-692.528 "
"16185.746 ","-685.893 "
"16197.072 ","-678.564 "
"16208.399 ","-672.272 "
"16219.726 ","-665.517 "
"16231.052 ","-657.454 "
"16242.379 ","-647.297 "
"16253.705 ","-637.917 "
"16265.032 ","-627.783 "
"16276.359 ","-620.072 "
"16287.685 ","-610.619 "
"16299.012 ","-604.468 "
"16310.339 ","-597.506 "
"16321.665 ","-592.294 "
"16332.992 ","-585.322 "
"16344.318 ","-578.988 "
"16355.645 ","-571.795 "
"16366.972 ","-564.805 "
"16378.298 ","-559.240 "
"16389.625 ","-551.355 "
"16400.952 ","-543.372 "
"16412.278 ","-534.265 "
"16423.605 ","-524.726 "
"16434.931 ","-514.465 "
"16446.258 ","-501.051 "
"16457.585 ","-486.720 "
"16468.911 ","-470.908 "
"16480.238 ","-455.403 "
"16491.565 ","-441.401 "
"16502.891 ","-425.930 "
"16514.218 ","-410.714 "
"16525.544 ","-398.263 "
"16536.871 ","-386.698 "
"16548.198 ","-374.997 "
"16559.524 ","-365.302 "
"16570.851 ","-356.922 "
"16582.178 ","-348.696 "
"16593.504 ","-338.117 "
"16604.831 ","-328.798 "
"16616.157 ","-320.912 "
"16627.484 ","-311.228 "
"16638.811 ","-300.626 "
"16650.137 ","-292.725 "
"16661.464 ","-282.821 "
"16672.791 ","-272.356 "
"16684.117 ","-261.380 "
"16695.444 ","-250.800 "
"16706.770 ","-241.380 "
"16718.097 ","-229.154 "
"16729.424 ","-216.075 "
"16740.750 ","-201.174 "
"16752.077 ","-186.347 "
"16763.404 ","-171.828 "
"16774.730 ","-154.550 "
"16786.057 ","-137.545 "
"16797.383 ","-122.707 "
"16808.710 ","-104.701 "
"16820.037 ","-87.191 "
"16831.363 ","-71.925 "
"16842.690 ","-56.788 "
"16854.017 ","-41.117 "
"16865.343 ","-23.314 "
"16876.670 ","-5.941 "
"16887.996 ","11.337 "
"16899.323 ","31.782 "
"16910.650 ","51.053 "
"16921.976 ","68.884 "
"16933.303 ","84.602 "
"16944.630 ","100.300 "
"16955.956 ","116.107 "
"16967.283 ","128.070 "
"16978.609 ","143.097 "
"16989.936 ","156.673 "
"17001.263 ","168.209 "
"17012.589 ","180.929 "
"17023.916 ","193.518 "
"17035.242 ","207.991 "
"17046.569 ","221.718 "
"17057.896 ","231.228 "
"17069.222 ","243.253 "
"17080.549 ","253.088 "
"17091.876 ","262.826 "
"17103.202 ","273.041 "
"17114.529 ","280.505 "
"17125.855 ","290.099 "
"17137.182 ","297.042 "
"17148.509 ","304.450 "
"17159.835 ","312.225 "
"17171.162 ","318.829 "
"17182.489 ","326.251 "
"17193.815 ","334.525 "
"17205.142 ","342.325 "
"17216.468 ","351.383 "
"17227.795 ","363.280 "
"17239.122 ","375.129 "
"17250.448 ","392.484 "
"17261.775 ","423.813 "
"17273.102 ","458.020 "
"17284.428 ","484.625 "
"17295.755 ","511.224 "
"17307.081 ","547.148 "
"17318.408 ","569.001 "
"17329.735 ","599.124 "
"17341.061 ","621.779 "
"17352.388 ","631.176 "
"17363.715 ","638.852 "
"17375.041 ","646.869 "
"17386.368 ","654.526 "
"17397.694 ","659.499 "
"17409.021 ","664.877 "
"17420.348 ","671.223 "
"17431.674 ","674.711 "
"17443.001 ","679.432 "
"17454.328 ","684.340 "
"17465.654 ","688.373 "
"17476.981 ","692.284 "
"17488.307 ","695.939 "
"17499.634 ","699.084 "
"17510.961 ","703.434 "
"17522.287 ","708.116 "
"17533.614 ","711.710 "
"17544.941 ","716.593 "
"17556.267 ","722.036 "
"17567.594 ","726.902 "
"17578.920 ","733.065 "
"17590.247 ","739.789 "
"17601.574 ","746.064 "
"17612.900 ","753.882 "
"17624.227 ","763.579 "
"17635.554 ","773.718 "
"17646.880 ","784.828 "
"17658.207 ","798.413 "
"17669.533 ","813.145 "
"17680.860 ","829.611 "
"17692.187 ","849.795 "
"17703.513 ","873.130 "
"17714.840 ","898.710 "
"17726.167 ","936.134 "
"17737.493 ","956.693 "
"17748.820 ","972.500 "
"17760.146 ","987.462 "
"17771.473 ","998.301 "
"17782.800 ","1008.544 "
"17794.126 ","1016.452 "
"17805.453 ","1023.193 "
"17816.780 ","1027.222 "
"17828.106 ","1031.143 "
"17839.433 ","1033.136 "
"17850.759 ","1035.592 "
"17862.086 ","1035.875 "
"17873.413 ","1036.382 "
"17884.739 ","1037.012 "
"17896.066 ","1036.876 "
"17907.393 ","1036.188 "
"17918.719 ","1035.495 "
"17930.046 ","1035.304 "
"17941.372 ","1034.513 "
"17952.699 ","1032.076 "
"17964.026 ","1032.016 "
"17975.352 ","1035.371 "
"17986.679 ","1031.341 "
"17998.006 ","1024.198 "
"18009.332 ","1027.005 "
"18020.659 ","1026.003 "
"18031.985 ","1025.297 "
"18043.312 ","1024.161 "
"18054.639 ","1023.210 "
"18065.965 ","1022.573 "
"18077.292 ","1024.015 "
"18088.619 ","1025.759 "
"18099.945 ","1026.270 "
"18111.272 ","1029.711 "
"18122.598 ","1030.765 "
"18133.925 ","1033.820 "
"18145.252 ","1037.292 "
"18156.578 ","1041.037 "
"18167.905 ","1045.268 "
"18179.232 ","1049.510 "
"18190.558 ","1054.421 "
"18201.885 ","1058.429 "
"18213.211 ","1063.066 "
"18224.538 ","1066.549 "
"18235.865 ","1070.019 "
"18247.191 ","1074.071 "
"18258.518 ","1077.827 "
"18269.845 ","1081.818 "
"18281.171 ","1085.303 "
"18292.498 ","1089.019 "
"18303.824 ","1092.766 "
"18315.151 ","1095.706 "
"18326.478 ","1098.795 "
"18337.804 ","1101.547 "
"18349.131 ","1104.482 "
"18360.458 ","1107.790 "
"18371.784 ","1109.706 "
"18383.111 ","1111.150 "
"18394.437 ","1113.100 "
"18405.764 ","1113.483 "
"18417.091 ","1113.191 "
"18428.417 ","1112.922 "
"18439.744 ","1112.380 "
"18451.070 ","1110.629 "
"18462.397 ","1108.892 "
"18473.724 ","1107.855 "
"18485.050 ","1105.551 "
"18496.377 ","1103.067 "
"18507.704 ","1102.009 "
"18519.030 ","1100.287 "
"18530.357 ","1098.778 "
"18541.683 ","1097.798 "
"18553.010 ","1098.181 "
"18564.337 ","1096.806 "
"18575.663 ","1096.760 "
"18586.990 ","1096.979 "
"18598.317 ","1096.210 "
"18609.643 ","1095.900 "
"18620.970 ","1096.681 "
"18632.296 ","1095.705 "
"18643.623 ","1094.759 "
"18654.950 ","1094.258 "
"18666.276 ","1093.601 "
"18677.603 ","1093.387 "
"18688.930 ","1092.792 "
"18700.256 ","1093.869 "
"18711.583 ","1096.118 "
"18722.909 ","1096.984 "
"18734.236 ","1098.782 "
"18745.563 ","1100.720 "
"18756.889 ","1101.986 "
"18768.216 ","1103.988 "
"18779.543 ","1105.121 "
"18790.869 ","1107.543 "
"18802.196 ","1109.786 "
"18813.522 ","1110.378 "
"18824.849 ","1111.194 "
"18836.176 ","1111.720 "
"18847.502 ","1113.649 "
"18858.829 ","1115.536 "
"18870.156 ","1115.354 "
"18881.482 ","1116.317 "
"18892.809 ","1118.349 "
"18904.135 ","1119.671 "
"18915.462 ","1122.001 "
"18926.789 ","1124.412 "
"18938.115 ","1126.225 "
"18949.442 ","1129.908 "
"18960.769 ","1132.724 "
"18972.095 ","1136.535 "
"18983.422 ","1139.539 "
"18994.748 ","1141.668 "
"19006.075 ","1144.006 "
"19017.402 ","1146.339 "
"19028.728 ","1147.641 "
"19040.055 ","1149.040 "
"19051.382 ","1151.936 "
"19062.708 ","1153.242 "
"19074.035 ","1153.747 "
"19085.361 ","1155.977 "
"19096.688 ","1157.156 "
"19108.015 ","1157.513 "
"19119.341 ","1159.009 "
"19130.668 ","1159.812 "
"19141.995 ","1159.673 "
"19153.321 ","1160.847 "
"19164.648 ","1162.213 "
"19175.974 ","1163.076 "
"19187.301 ","1167.203 "
"19198.628 ","1167.794 "
"19209.954 ","1170.140 "
"19221.281 ","1173.945 "
"19232.608 ","1175.466 "
"19243.934 ","1178.381 "
"19255.261 ","1181.190 "
"19266.587 ","1184.019 "
"19277.914 ","1185.933 "
"19289.241 ","1188.609 "
"19300.567 ","1190.965 "
"19311.894 ","1193.389 "
"19323.221 ","1196.190 "
"19334.547 ","1200.360 "
"19345.874 ","1200.502 "
"19357.200 ","1199.264 "
"19368.527 ","1199.900 "
"19379.854 ","1200.591 "
"19391.180 ","1202.766 "
"19402.507 ","1202.359 "
"19413.834 ","1199.088 "
"19425.160 ","1198.126 "
"19436.487 ","1196.186 "
"19447.813 ","1194.231 "
"19459.140 ","1190.475 "
"19470.467 ","1187.003 "
"19481.793 ","1185.334 "
"19493.120 ","1182.612 "
"19504.447 ","1178.643 "
"19515.773 ","1176.151 "
"19527.100 ","1174.845 "
"19538.426 ","1169.957 "
"19549.753 ","1167.168 "
"19561.080 ","1163.603 "
"19572.406 ","1158.612 "
"19583.733 ","1153.413 "
"19595.060 ","1147.793 "
"19606.386 ","1141.971 "
"19617.713 ","1137.078 "
"19629.039 ","1130.969 "
"19640.366 ","1124.257 "
"19651.693 ","1117.431 "
"19663.019 ","1112.179 "
"19674.346 ","1107.566 "
"19685.673 ","1101.492 "
"19696.999 ","1096.909 "
"19708.326 ","1092.233 "
"19719.652 ","1085.350 "
"19730.979 ","1078.103 "
"19742.306 ","1071.439 "
"19753.632 ","1049.527 "
"19764.959 ","1018.306 "
"19776.286 ","992.157 "
"19787.612 ","960.591 "
"19798.939 ","926.588 "
"19810.265 ","891.774 "
"19821.592 ","862.002 "
"19832.919 ","831.896 "
"19844.245 ","799.801 "
"19855.572 ","792.146 "
"19866.898 ","783.357 "
"19878.225 ","771.024 "
"19889.552 ","758.537 "
"19900.878 ","742.692 "
"19912.205 ","728.237 "
"19923.532 ","714.924 "
"19934.858 ","703.770 "
"19946.185 ","693.050 "
"19957.511 ","684.429 "
"19968.838 ","677.393 "
"19980.165 ","671.963 "
"19991.491 ","667.302 "
"20002.818 ","663.000 "
"20014.145 ","658.568 "
"20025.471 ","656.098 "
"20036.798 ","652.618 "
"20048.124 ","648.948 "
"20059.451 ","643.841 "
"20070.778 ","637.950 "
"20082.104 ","634.320 "
"20093.431 ","628.392 "
"20104.758 ","624.462 "
"20116.084 ","621.866 "
"20127.411 ","615.756 "
"20138.737 ","612.111 "
"20150.064 ","609.719 "
"20161.391 ","605.576 "
"20172.717 ","601.835 "
"20184.044 ","597.809 "
"20195.371 ","592.477 "
"20206.697 ","586.842 "
"20218.024 ","580.711 "
"20229.350 ","573.496 "
"20240.677 ","570.084 "
"20252.004 ","560.714 "
"20263.330 ","555.062 "
"20274.657 ","549.501 "
"20285.984 ","543.406 "
"20297.310 ","538.199 "
"20308.637 ","533.540 "
"20319.963 ","529.672 "
"20331.290 ","524.900 "
"20342.617 ","521.779 "
"20353.943 ","516.905 "
"20365.270 ","512.766 "
"20376.597 ","511.883 "
"20387.923 ","508.033 "
"20399.250 ","506.610 "
"20410.576 ","503.729 "
"20421.903 ","499.930 "
"20433.230 ","497.701 "
"20444.556 ","495.422 "
"20455.883 ","493.278 "
"20467.210 ","491.934 "
"20478.536 ","492.023 "
"20489.863 ","493.531 "
"20501.189 ","494.073 "
"20512.516 ","493.694 "
"20523.843 ","493.406 "
"20535.169 ","493.462 "
"20546.496 ","494.366 "
"20557.823 ","494.931 "
"20569.149 ","495.788 "
"20580.476 ","496.021 "
"20591.802 ","497.509 "
"20603.129 ","499.282 "
"20614.456 ","500.354 "
"20625.782 ","501.727 "
"20637.109 ","504.778 "
"20648.436 ","507.216 "
"20659.762 ","508.837 "
"20671.089 ","511.255 "
"20682.415 ","513.111 "
"20693.742 ","515.673 "
"20705.069 ","516.661 "
"20716.395 ","518.145 "
"20727.722 ","520.211 "
"20739.049 ","521.193 "
"20750.375 ","522.900 "
"20761.702 ","523.809 "
"20773.028 ","525.098 "
"20784.355 ","528.197 "
"20795.682 ","531.479 "
"20807.008 ","533.378 "
"20818.335 ","537.262 "
"20829.662 ","540.221 "
"20840.988 ","544.546 "
"20852.315 ","549.489 "
"20863.641 ","555.421 "
"20874.968 ","561.635 "
"20886.295 ","568.342 "
"20897.621 ","575.388 "
"20908.948 ","582.549 "
"20920.275 ","591.273 "
"20931.601 ","600.965 "
"20942.928 ","610.976 "
"20954.254 ","621.144 "
"20965.581 ","632.560 "
"20976.908 ","643.644 "
"20988.234 ","657.401 "
"20999.561 ","668.848 "
"21010.888 ","681.437 "
"21022.214 ","691.695 "
"21033.541 ","703.255 "
"21044.867 ","715.160 "
"21056.194 ","728.216 "
"21067.521 ","738.167 "
"21078.847 ","748.870 "
"21090.174 ","759.827 "
"21101.501 ","770.104 "
"21112.827 ","782.187 "
"21124.154 ","793.694 "
"21135.480 ","807.389 "
"21146.807 ","820.037 "
"21158.134 ","828.001 "
"21169.460 ","839.521 "
"21180.787 ","849.619 "
"21192.114 ","858.670 "
"21203.440 ","874.015 "
"21214.767 ","883.566 "
"21226.093 ","892.499 "
"21237.420 ","915.102 "
"21248.747 ","924.628 "
"21260.073 ","930.883 "
"21271.400 ","943.681 "
"21282.726 ","948.888 "
"21294.053 ","956.418 "
"21305.380 ","963.631 "
"21316.706 ","969.021 "
"21328.033 ","972.265 "
"21339.360 ","974.013 "
"21350.686 ","974.882 "
"21362.013 ","973.261 "
"21373.339 ","969.834 "
"21384.666 ","962.845 "
"21395.993 ","961.971 "
"21407.319 ","956.122 "
"21418.646 ","949.940 "
